ids,breed
01524,Belgian_sheepdog
01525,Belgian_sheepdog
01526,Belgian_sheepdog
01527,Belgian_sheepdog
01528,Belgian_sheepdog
01529,Belgian_sheepdog
01530,Belgian_sheepdog
01531,Belgian_sheepdog
01532,Belgian_sheepdog
01533,Belgian_sheepdog
01534,Belgian_sheepdog
01535,Belgian_sheepdog
01536,Belgian_sheepdog
01537,Belgian_sheepdog
01538,Belgian_sheepdog
01539,Belgian_sheepdog
01541,Belgian_sheepdog
01543,Belgian_sheepdog
01544,Belgian_sheepdog
01545,Belgian_sheepdog
01546,Belgian_sheepdog
01547,Belgian_sheepdog
01550,Belgian_sheepdog
01551,Belgian_sheepdog
01552,Belgian_sheepdog
01553,Belgian_sheepdog
01556,Belgian_sheepdog
01557,Belgian_tervuren
01558,Belgian_tervuren
01559,Belgian_tervuren
01560,Belgian_tervuren
01562,Belgian_tervuren
01563,Belgian_tervuren
01564,Belgian_tervuren
01565,Belgian_tervuren
01566,Belgian_tervuren
01567,Belgian_tervuren
01568,Belgian_tervuren
01569,Belgian_tervuren
01570,Belgian_tervuren
01572,Belgian_tervuren
01573,Belgian_tervuren
01575,Belgian_tervuren
01576,Belgian_tervuren
01577,Belgian_tervuren
01578,Belgian_tervuren
01579,Belgian_tervuren
01580,Belgian_tervuren
01581,Belgian_tervuren
01582,Belgian_tervuren
01583,Belgian_tervuren
01584,Belgian_tervuren
01586,Belgian_tervuren
01589,Belgian_tervuren
01591,Belgian_tervuren
01592,Belgian_tervuren
01593,Belgian_tervuren
01594,Belgian_tervuren
01595,Belgian_tervuren
01596,Belgian_tervuren
01597,Belgian_tervuren
01598,Belgian_tervuren
01600,Belgian_tervuren
01602,Belgian_tervuren
01603,Belgian_tervuren
01604,Belgian_tervuren
01605,Belgian_tervuren
01606,Belgian_tervuren
01608,Belgian_tervuren
01609,Belgian_tervuren
01611,Belgian_tervuren
01613,Belgian_tervuren
01614,Belgian_tervuren
01615,Belgian_tervuren
01616,Bernese_mountain_dog
01618,Bernese_mountain_dog
01619,Bernese_mountain_dog
01620,Bernese_mountain_dog
01621,Bernese_mountain_dog
01623,Bernese_mountain_dog
01624,Bernese_mountain_dog
01625,Bernese_mountain_dog
01627,Bernese_mountain_dog
01628,Bernese_mountain_dog
01629,Bernese_mountain_dog
01630,Bernese_mountain_dog
01631,Bernese_mountain_dog
01633,Bernese_mountain_dog
01634,Bernese_mountain_dog
01636,Bernese_mountain_dog
01637,Bernese_mountain_dog
01639,Bernese_mountain_dog
01640,Bernese_mountain_dog
01641,Bernese_mountain_dog
01642,Bernese_mountain_dog
01643,Bernese_mountain_dog
01644,Bernese_mountain_dog
01647,Bernese_mountain_dog
01648,Bernese_mountain_dog
01649,Bernese_mountain_dog
01650,Bernese_mountain_dog
01651,Bernese_mountain_dog
01652,Bernese_mountain_dog
01654,Bernese_mountain_dog
01655,Bernese_mountain_dog
01656,Bernese_mountain_dog
01658,Bernese_mountain_dog
01659,Bernese_mountain_dog
01660,Bernese_mountain_dog
01662,Bernese_mountain_dog
01663,Bernese_mountain_dog
01664,Bernese_mountain_dog
01665,Bernese_mountain_dog
01666,Bernese_mountain_dog
01667,Bernese_mountain_dog
01668,Bernese_mountain_dog
01669,Bernese_mountain_dog
01670,Bernese_mountain_dog
01671,Bernese_mountain_dog
01674,Bernese_mountain_dog
01675,Bernese_mountain_dog
01676,Bernese_mountain_dog
01677,Bernese_mountain_dog
01678,Bernese_mountain_dog
01680,Bernese_mountain_dog
01681,Bernese_mountain_dog
01683,Bernese_mountain_dog
01684,Bernese_mountain_dog
01685,Bernese_mountain_dog
01686,Bernese_mountain_dog
01687,Bernese_mountain_dog
01688,Bernese_mountain_dog
01689,Bernese_mountain_dog
01691,Bernese_mountain_dog
01692,Bernese_mountain_dog
01693,Bernese_mountain_dog
01694,Bernese_mountain_dog
01695,Bernese_mountain_dog
01696,Bernese_mountain_dog
01697,Bichon_frise
01698,Bichon_frise
01699,Bichon_frise
01700,Bichon_frise
01701,Bichon_frise
01702,Bichon_frise
01703,Bichon_frise
01704,Bichon_frise
01705,Bichon_frise
01706,Bichon_frise
01709,Bichon_frise
01711,Bichon_frise
01712,Bichon_frise
01713,Bichon_frise
01714,Bichon_frise
01715,Bichon_frise
01716,Bichon_frise
01717,Bichon_frise
01718,Bichon_frise
01720,Bichon_frise
01721,Bichon_frise
01722,Bichon_frise
01723,Bichon_frise
01724,Bichon_frise
01725,Bichon_frise
01727,Bichon_frise
01728,Bichon_frise
01729,Bichon_frise
01730,Bichon_frise
01731,Bichon_frise
01732,Bichon_frise
01733,Bichon_frise
01735,Bichon_frise
01736,Bichon_frise
01737,Bichon_frise
01738,Bichon_frise
01739,Bichon_frise
01741,Bichon_frise
01742,Bichon_frise
01743,Bichon_frise
01744,Bichon_frise
01746,Bichon_frise
01747,Bichon_frise
01749,Bichon_frise
01750,Bichon_frise
01751,Bichon_frise
01752,Bichon_frise
01754,Bichon_frise
01755,Bichon_frise
01756,Bichon_frise
01758,Bichon_frise
01761,Bichon_frise
01762,Bichon_frise
01763,Bichon_frise
01764,Bichon_frise
01765,Bichon_frise
01766,Bichon_frise
01768,Bichon_frise
01770,Bichon_frise
01771,Bichon_frise
01772,Bichon_frise
01773,Bichon_frise
01774,Black_and_tan_coonhound
01776,Black_and_tan_coonhound
01777,Black_and_tan_coonhound
01778,Black_and_tan_coonhound
01779,Black_and_tan_coonhound
01780,Black_and_tan_coonhound
01781,Black_and_tan_coonhound
01782,Black_and_tan_coonhound
01783,Black_and_tan_coonhound
01784,Black_and_tan_coonhound
01786,Black_and_tan_coonhound
01787,Black_and_tan_coonhound
01791,Black_and_tan_coonhound
01792,Black_and_tan_coonhound
01793,Black_and_tan_coonhound
01794,Black_and_tan_coonhound
01796,Black_and_tan_coonhound
01797,Black_and_tan_coonhound
01799,Black_and_tan_coonhound
01800,Black_and_tan_coonhound
01802,Black_and_tan_coonhound
01804,Black_and_tan_coonhound
01805,Black_and_tan_coonhound
01806,Black_and_tan_coonhound
01807,Black_and_tan_coonhound
01808,Black_and_tan_coonhound
01809,Black_and_tan_coonhound
01810,Black_and_tan_coonhound
01811,Black_and_tan_coonhound
01812,Black_and_tan_coonhound
01813,Black_and_tan_coonhound
01814,Black_and_tan_coonhound
01815,Black_and_tan_coonhound
01816,Black_and_tan_coonhound
01817,Black_and_tan_coonhound
01818,Black_and_tan_coonhound
01819,Black_and_tan_coonhound
01820,Black_russian_terrier
01821,Black_russian_terrier
01822,Black_russian_terrier
01823,Black_russian_terrier
01824,Black_russian_terrier
01826,Black_russian_terrier
01828,Black_russian_terrier
01829,Black_russian_terrier
01830,Black_russian_terrier
01831,Black_russian_terrier
01832,Black_russian_terrier
01833,Black_russian_terrier
01834,Black_russian_terrier
01835,Black_russian_terrier
01836,Black_russian_terrier
01838,Black_russian_terrier
01841,Black_russian_terrier
01842,Black_russian_terrier
01843,Black_russian_terrier
01844,Black_russian_terrier
01845,Black_russian_terrier
01846,Black_russian_terrier
01847,Black_russian_terrier
01848,Black_russian_terrier
01850,Black_russian_terrier
01851,Black_russian_terrier
01852,Black_russian_terrier
01853,Black_russian_terrier
01854,Black_russian_terrier
01856,Black_russian_terrier
01857,Black_russian_terrier
01858,Black_russian_terrier
01861,Black_russian_terrier
01862,Black_russian_terrier
01863,Black_russian_terrier
01864,Black_russian_terrier
01865,Black_russian_terrier
01866,Black_russian_terrier
01867,Black_russian_terrier
01869,Black_russian_terrier
01870,Black_russian_terrier
01872,Bloodhound
01873,Bloodhound
01875,Bloodhound
01876,Bloodhound
01877,Bloodhound
01878,Bloodhound
01879,Bloodhound
01880,Bloodhound
01881,Bloodhound
01882,Bloodhound
01883,Bloodhound
01884,Bloodhound
01886,Bloodhound
01888,Bloodhound
01889,Bloodhound
01890,Bloodhound
01892,Bloodhound
01893,Bloodhound
01895,Bloodhound
01896,Bloodhound
01897,Bloodhound
01898,Bloodhound
01899,Bloodhound
01901,Bloodhound
01902,Bloodhound
01903,Bloodhound
01904,Bloodhound
01905,Bloodhound
01907,Bloodhound
01908,Bloodhound
01909,Bloodhound
01910,Bloodhound
01911,Bloodhound
01913,Bloodhound
01914,Bloodhound
01915,Bloodhound
01916,Bloodhound
01917,Bloodhound
01918,Bloodhound
01919,Bloodhound
01920,Bloodhound
01922,Bloodhound
01924,Bloodhound
01925,Bloodhound
01926,Bloodhound
01928,Bloodhound
01929,Bloodhound
01930,Bloodhound
01933,Bloodhound
01936,Bloodhound
01937,Bloodhound
01938,Bloodhound
01939,Bloodhound
01940,Bloodhound
01941,Bloodhound
01942,Bloodhound
01943,Bloodhound
01944,Bloodhound
01945,Bloodhound
01946,Bloodhound
01947,Bloodhound
01948,Bloodhound
01949,Bloodhound
01950,Bloodhound
01951,Bluetick_coonhound
01952,Bluetick_coonhound
01953,Bluetick_coonhound
01954,Bluetick_coonhound
01955,Bluetick_coonhound
01957,Bluetick_coonhound
01958,Bluetick_coonhound
01959,Bluetick_coonhound
01960,Bluetick_coonhound
01961,Bluetick_coonhound
01963,Bluetick_coonhound
01964,Bluetick_coonhound
01967,Bluetick_coonhound
01969,Bluetick_coonhound
01970,Bluetick_coonhound
01971,Bluetick_coonhound
01972,Bluetick_coonhound
01973,Bluetick_coonhound
01974,Bluetick_coonhound
01975,Bluetick_coonhound
01976,Bluetick_coonhound
01977,Bluetick_coonhound
01979,Bluetick_coonhound
01980,Bluetick_coonhound
01981,Bluetick_coonhound
01983,Bluetick_coonhound
01984,Bluetick_coonhound
01985,Bluetick_coonhound
01986,Bluetick_coonhound
01987,Bluetick_coonhound
01988,Bluetick_coonhound
01990,Bluetick_coonhound
01991,Bluetick_coonhound
01993,Bluetick_coonhound
01994,Bluetick_coonhound
01996,Border_collie
01999,Border_collie
02000,Border_collie
02002,Border_collie
02003,Border_collie
02005,Border_collie
02007,Border_collie
02009,Border_collie
02010,Border_collie
02011,Border_collie
02012,Border_collie
02013,Border_collie
02014,Border_collie
02015,Border_collie
02016,Border_collie
02017,Border_collie
02018,Border_collie
02019,Border_collie
02020,Border_collie
02021,Border_collie
02022,Border_collie
02023,Border_collie
02024,Border_collie
02025,Border_collie
02026,Border_collie
02027,Border_collie
02028,Border_collie
02029,Border_collie
02031,Border_collie
02032,Border_collie
02033,Border_collie
02034,Border_collie
02036,Border_collie
02037,Border_collie
02038,Border_collie
02040,Border_collie
02041,Border_collie
02042,Border_collie
02043,Border_collie
02044,Border_collie
02045,Border_collie
02046,Border_collie
02047,Border_collie
02048,Border_collie
02050,Border_collie
02052,Border_collie
02055,Border_collie
02057,Border_collie
02058,Border_collie
02059,Border_collie
02060,Border_collie
02061,Border_collie
02062,Border_collie
02063,Border_collie
02064,Border_collie
02065,Border_collie
02066,Border_collie
02067,Border_collie
02068,Border_collie
02069,Border_collie
02070,Border_collie
02071,Border_collie
02072,Border_collie
02073,Border_collie
02074,Border_collie
02075,Border_collie
02076,Border_collie
02079,Border_collie
02080,Border_collie
02082,Border_collie
02083,Border_collie
02084,Border_collie
02086,Border_collie
02087,Border_collie
02088,Border_terrier
02089,Border_terrier
02091,Border_terrier
02092,Border_terrier
02093,Border_terrier
02094,Border_terrier
02095,Border_terrier
02098,Border_terrier
02099,Border_terrier
02101,Border_terrier
02102,Border_terrier
02103,Border_terrier
02104,Border_terrier
02105,Border_terrier
02106,Border_terrier
02107,Border_terrier
02108,Border_terrier
02109,Border_terrier
02111,Border_terrier
02112,Border_terrier
02113,Border_terrier
02114,Border_terrier
02115,Border_terrier
02116,Border_terrier
02117,Border_terrier
02119,Border_terrier
02120,Border_terrier
02121,Border_terrier
02122,Border_terrier
02123,Border_terrier
02124,Border_terrier
02125,Border_terrier
02127,Border_terrier
02128,Border_terrier
02129,Border_terrier
02131,Border_terrier
02132,Border_terrier
02133,Border_terrier
02134,Border_terrier
02135,Border_terrier
02137,Border_terrier
02138,Border_terrier
02139,Border_terrier
02140,Border_terrier
02142,Border_terrier
02143,Border_terrier
02144,Border_terrier
02145,Border_terrier
02147,Border_terrier
02149,Border_terrier
02150,Border_terrier
02152,Border_terrier
02153,Borzoi
02155,Borzoi
02156,Borzoi
02157,Borzoi
02158,Borzoi
02159,Borzoi
02160,Borzoi
02161,Borzoi
02163,Borzoi
02164,Borzoi
02165,Borzoi
02167,Borzoi
02168,Borzoi
02169,Borzoi
02170,Borzoi
02171,Borzoi
02172,Borzoi
02174,Borzoi
02175,Borzoi
02176,Borzoi
02177,Borzoi
02179,Borzoi
02180,Borzoi
02184,Borzoi
02185,Borzoi
02186,Borzoi
02187,Borzoi
02188,Borzoi
02189,Borzoi
02190,Borzoi
02191,Borzoi
02192,Borzoi
02194,Borzoi
02195,Borzoi
02196,Borzoi
02197,Borzoi
02198,Borzoi
02199,Borzoi
02200,Borzoi
02201,Borzoi
02202,Borzoi
02204,Borzoi
02205,Borzoi
02206,Borzoi
02207,Borzoi
02208,Borzoi
02209,Borzoi
02210,Borzoi
02212,Borzoi
02213,Borzoi
02214,Borzoi
02215,Borzoi
02217,Borzoi
02218,Borzoi
02219,Borzoi
02221,Borzoi
02223,Boston_terrier
02224,Boston_terrier
02225,Boston_terrier
02226,Boston_terrier
02227,Boston_terrier
02228,Boston_terrier
02229,Boston_terrier
02231,Boston_terrier
02232,Boston_terrier
02233,Boston_terrier
02234,Boston_terrier
02235,Boston_terrier
02236,Boston_terrier
02237,Boston_terrier
02238,Boston_terrier
02239,Boston_terrier
02240,Boston_terrier
02241,Boston_terrier
02242,Boston_terrier
02243,Boston_terrier
02244,Boston_terrier
02245,Boston_terrier
02246,Boston_terrier
02247,Boston_terrier
02248,Boston_terrier
02249,Boston_terrier
02250,Boston_terrier
02251,Boston_terrier
02252,Boston_terrier
02253,Boston_terrier
02254,Boston_terrier
02255,Boston_terrier
02257,Boston_terrier
02258,Boston_terrier
02259,Boston_terrier
02262,Boston_terrier
02263,Boston_terrier
02264,Boston_terrier
02265,Boston_terrier
02266,Boston_terrier
02267,Boston_terrier
02270,Boston_terrier
02271,Boston_terrier
02272,Boston_terrier
02273,Boston_terrier
02274,Boston_terrier
02276,Boston_terrier
02277,Boston_terrier
02278,Boston_terrier
02279,Boston_terrier
02280,Boston_terrier
02282,Boston_terrier
02284,Boston_terrier
02285,Boston_terrier
02286,Boston_terrier
02288,Boston_terrier
02290,Boston_terrier
02292,Boston_terrier
02293,Boston_terrier
02295,Boston_terrier
02296,Boston_terrier
02298,Boston_terrier
02300,Boston_terrier
02302,Boston_terrier
02303,Boston_terrier
02306,Bouvier_des_flandres
02307,Bouvier_des_flandres
02308,Bouvier_des_flandres
02309,Bouvier_des_flandres
02310,Bouvier_des_flandres
02311,Bouvier_des_flandres
02312,Bouvier_des_flandres
02313,Bouvier_des_flandres
02314,Bouvier_des_flandres
02315,Bouvier_des_flandres
02316,Bouvier_des_flandres
02317,Bouvier_des_flandres
02318,Bouvier_des_flandres
02319,Bouvier_des_flandres
02320,Bouvier_des_flandres
02321,Bouvier_des_flandres
02323,Bouvier_des_flandres
02324,Bouvier_des_flandres
02326,Bouvier_des_flandres
02327,Bouvier_des_flandres
02330,Bouvier_des_flandres
02331,Bouvier_des_flandres
02332,Bouvier_des_flandres
02333,Bouvier_des_flandres
02334,Bouvier_des_flandres
02335,Bouvier_des_flandres
02336,Bouvier_des_flandres
02337,Bouvier_des_flandres
02338,Bouvier_des_flandres
02340,Bouvier_des_flandres
02341,Bouvier_des_flandres
02342,Bouvier_des_flandres
02343,Bouvier_des_flandres
02344,Bouvier_des_flandres
02345,Bouvier_des_flandres
02346,Bouvier_des_flandres
02347,Bouvier_des_flandres
02348,Bouvier_des_flandres
02349,Bouvier_des_flandres
02350,Bouvier_des_flandres
02351,Bouvier_des_flandres
02352,Bouvier_des_flandres
02353,Bouvier_des_flandres
02354,Bouvier_des_flandres
02357,Bouvier_des_flandres
02360,Boxer
02361,Boxer
02362,Boxer
02363,Boxer
02364,Boxer
02365,Boxer
02366,Boxer
02367,Boxer
02368,Boxer
02369,Boxer
02372,Boxer
02373,Boxer
02374,Boxer
02375,Boxer
02376,Boxer
02377,Boxer
02378,Boxer
02380,Boxer
02382,Boxer
02383,Boxer
02385,Boxer
02386,Boxer
02387,Boxer
02388,Boxer
02389,Boxer
02390,Boxer
02391,Boxer
02393,Boxer
02394,Boxer
02395,Boxer
02396,Boxer
02398,Boxer
02399,Boxer
02400,Boxer
02401,Boxer
02402,Boxer
02403,Boxer
02404,Boxer
02405,Boxer
02407,Boxer
02408,Boxer
02410,Boxer
02411,Boxer
02412,Boxer
02415,Boxer
02416,Boxer
02417,Boxer
02418,Boxer
02419,Boxer
02420,Boxer
02421,Boxer
02422,Boxer
02423,Boxer
02424,Boxer
02425,Boxer
02427,Boxer
02428,Boxer
02431,Boxer
02432,Boxer
02433,Boxer
02434,Boxer
02435,Boxer
02436,Boxer
02437,Boxer
02440,Boykin_spaniel
02442,Boykin_spaniel
02443,Boykin_spaniel
02444,Boykin_spaniel
02445,Boykin_spaniel
02446,Boykin_spaniel
02447,Boykin_spaniel
02448,Boykin_spaniel
02449,Boykin_spaniel
02450,Boykin_spaniel
02453,Boykin_spaniel
02454,Boykin_spaniel
02455,Boykin_spaniel
02456,Boykin_spaniel
02457,Boykin_spaniel
02458,Boykin_spaniel
02459,Boykin_spaniel
02460,Boykin_spaniel
02461,Boykin_spaniel
02462,Boykin_spaniel
02463,Boykin_spaniel
02464,Boykin_spaniel
02466,Boykin_spaniel
02467,Boykin_spaniel
02469,Boykin_spaniel
02470,Boykin_spaniel
02472,Boykin_spaniel
02473,Boykin_spaniel
02474,Boykin_spaniel
02475,Boykin_spaniel
02476,Boykin_spaniel
02477,Boykin_spaniel
02478,Boykin_spaniel
02479,Boykin_spaniel
02480,Boykin_spaniel
02481,Boykin_spaniel
02482,Boykin_spaniel
02483,Boykin_spaniel
02486,Boykin_spaniel
02487,Boykin_spaniel
02488,Boykin_spaniel
02489,Boykin_spaniel
02490,Boykin_spaniel
02491,Boykin_spaniel
02492,Boykin_spaniel
02493,Boykin_spaniel
02494,Boykin_spaniel
02495,Boykin_spaniel
02498,Boykin_spaniel
02499,Boykin_spaniel
02502,Boykin_spaniel
02503,Boykin_spaniel
02504,Boykin_spaniel
02506,Briard
02507,Briard
02508,Briard
02509,Briard
02510,Briard
02511,Briard
02513,Briard
02514,Briard
02515,Briard
02516,Briard
02517,Briard
02520,Briard
02522,Briard
02523,Briard
02524,Briard
02525,Briard
02526,Briard
02527,Briard
02529,Briard
02530,Briard
02531,Briard
02535,Briard
02536,Briard
02537,Briard
02538,Briard
02541,Briard
02543,Briard
02544,Briard
02545,Briard
02546,Briard
02547,Briard
02548,Briard
02549,Briard
02550,Briard
02551,Briard
02552,Briard
02553,Briard
02554,Briard
02555,Briard
02557,Briard
02559,Briard
02561,Briard
02562,Briard
02563,Briard
02564,Briard
02565,Briard
02566,Briard
02567,Briard
02568,Briard
02569,Briard
02570,Briard
02571,Briard
02572,Briard
02573,Briard
02576,Briard
02577,Briard
02578,Briard
02579,Briard
02580,Briard
02581,Briard
02582,Briard
02583,Briard
02584,Briard
02585,Briard
02586,Briard
02587,Brittany
02588,Brittany
02589,Brittany
02590,Brittany
02592,Brittany
02593,Brittany
02594,Brittany
02595,Brittany
02596,Brittany
02598,Brittany
02599,Brittany
02600,Brittany
02602,Brittany
02603,Brittany
02604,Brittany
02605,Brittany
02606,Brittany
02608,Brittany
02609,Brittany
02610,Brittany
02611,Brittany
02612,Brittany
02614,Brittany
02615,Brittany
02617,Brittany
02618,Brittany
02619,Brittany
02620,Brittany
02621,Brittany
02623,Brittany
02624,Brittany
02625,Brittany
02626,Brittany
02627,Brittany
02628,Brittany
02629,Brittany
02630,Brittany
02631,Brittany
02632,Brittany
02634,Brittany
02636,Brittany
02637,Brittany
02638,Brittany
02639,Brittany
02640,Brittany
02641,Brittany
02643,Brittany
02645,Brittany
02646,Brittany
02647,Brittany
02649,Brussels_griffon
02650,Brussels_griffon
02651,Brussels_griffon
02652,Brussels_griffon
02653,Brussels_griffon
02654,Brussels_griffon
02655,Brussels_griffon
02657,Brussels_griffon
02658,Brussels_griffon
02659,Brussels_griffon
02660,Brussels_griffon
02661,Brussels_griffon
02662,Brussels_griffon
02663,Brussels_griffon
02664,Brussels_griffon
02666,Brussels_griffon
02668,Brussels_griffon
02669,Brussels_griffon
02670,Brussels_griffon
02671,Brussels_griffon
02673,Brussels_griffon
02674,Brussels_griffon
02675,Brussels_griffon
02676,Brussels_griffon
02677,Brussels_griffon
02679,Brussels_griffon
02680,Brussels_griffon
02681,Brussels_griffon
02682,Brussels_griffon
02683,Brussels_griffon
02684,Brussels_griffon
02685,Brussels_griffon
02686,Brussels_griffon
02687,Brussels_griffon
02688,Brussels_griffon
02689,Brussels_griffon
02690,Brussels_griffon
02691,Brussels_griffon
02692,Brussels_griffon
02694,Brussels_griffon
02696,Brussels_griffon
02698,Brussels_griffon
02700,Brussels_griffon
02702,Brussels_griffon
02704,Brussels_griffon
02705,Brussels_griffon
02706,Brussels_griffon
02708,Brussels_griffon
02709,Brussels_griffon
02710,Brussels_griffon
02711,Brussels_griffon
02712,Brussels_griffon
02713,Brussels_griffon
02714,Brussels_griffon
02715,Brussels_griffon
02717,Brussels_griffon
02718,Brussels_griffon
02720,Bull_terrier
02721,Bull_terrier
02722,Bull_terrier
02723,Bull_terrier
02724,Bull_terrier
02725,Bull_terrier
02726,Bull_terrier
02728,Bull_terrier
02729,Bull_terrier
02730,Bull_terrier
02731,Bull_terrier
02733,Bull_terrier
02734,Bull_terrier
02735,Bull_terrier
02737,Bull_terrier
02738,Bull_terrier
02739,Bull_terrier
02740,Bull_terrier
02741,Bull_terrier
02742,Bull_terrier
02743,Bull_terrier
02744,Bull_terrier
02746,Bull_terrier
02748,Bull_terrier
02749,Bull_terrier
02751,Bull_terrier
02752,Bull_terrier
02753,Bull_terrier
02754,Bull_terrier
02755,Bull_terrier
02756,Bull_terrier
02757,Bull_terrier
02758,Bull_terrier
02759,Bull_terrier
02760,Bull_terrier
02761,Bull_terrier
02762,Bull_terrier
02763,Bull_terrier
02764,Bull_terrier
02765,Bull_terrier
02766,Bull_terrier
02768,Bull_terrier
02769,Bull_terrier
02770,Bull_terrier
02771,Bull_terrier
02776,Bull_terrier
02777,Bull_terrier
02778,Bull_terrier
02779,Bull_terrier
02781,Bull_terrier
02782,Bull_terrier
02783,Bull_terrier
02784,Bull_terrier
02785,Bull_terrier
02786,Bull_terrier
02787,Bull_terrier
02788,Bull_terrier
02791,Bull_terrier
02792,Bull_terrier
02793,Bull_terrier
02794,Bull_terrier
02795,Bull_terrier
02796,Bull_terrier
02798,Bull_terrier
02800,Bull_terrier
02801,Bull_terrier
02802,Bull_terrier
02804,Bull_terrier
02805,Bull_terrier
02807,Bulldog
02808,Bulldog
02809,Bulldog
02810,Bulldog
02813,Bulldog
02814,Bulldog
02815,Bulldog
02816,Bulldog
02818,Bulldog
02819,Bulldog
02820,Bulldog
02821,Bulldog
02822,Bulldog
02823,Bulldog
02824,Bulldog
02825,Bulldog
02826,Bulldog
02827,Bulldog
02829,Bulldog
02831,Bulldog
02832,Bulldog
02833,Bulldog
02836,Bulldog
02837,Bulldog
02838,Bulldog
02839,Bulldog
02840,Bulldog
02841,Bulldog
02843,Bulldog
02844,Bulldog
02847,Bulldog
02848,Bulldog
02849,Bulldog
02850,Bulldog
02851,Bulldog
02853,Bulldog
02854,Bulldog
02855,Bulldog
02856,Bulldog
02858,Bulldog
02859,Bulldog
02860,Bulldog
02861,Bulldog
02862,Bulldog
02863,Bulldog
02864,Bulldog
02865,Bulldog
02866,Bulldog
02867,Bulldog
02868,Bulldog
02869,Bulldog
02870,Bulldog
02871,Bulldog
02873,Bullmastiff
02874,Bullmastiff
02877,Bullmastiff
02878,Bullmastiff
02879,Bullmastiff
02882,Bullmastiff
02883,Bullmastiff
02884,Bullmastiff
02885,Bullmastiff
02886,Bullmastiff
02887,Bullmastiff
02888,Bullmastiff
02889,Bullmastiff
02890,Bullmastiff
02891,Bullmastiff
02892,Bullmastiff
02893,Bullmastiff
02894,Bullmastiff
02895,Bullmastiff
02896,Bullmastiff
02898,Bullmastiff
02899,Bullmastiff
02900,Bullmastiff
02901,Bullmastiff
02902,Bullmastiff
02903,Bullmastiff
02906,Bullmastiff
02907,Bullmastiff
02908,Bullmastiff
02909,Bullmastiff
02910,Bullmastiff
02911,Bullmastiff
02912,Bullmastiff
02913,Bullmastiff
02914,Bullmastiff
02915,Bullmastiff
02916,Bullmastiff
02917,Bullmastiff
02918,Bullmastiff
02919,Bullmastiff
02920,Bullmastiff
02923,Bullmastiff
02924,Bullmastiff
02925,Bullmastiff
02926,Bullmastiff
02927,Bullmastiff
02930,Bullmastiff
02931,Bullmastiff
02932,Bullmastiff
02933,Bullmastiff
02934,Bullmastiff
02935,Bullmastiff
02937,Bullmastiff
02938,Bullmastiff
02939,Bullmastiff
02940,Bullmastiff
02941,Bullmastiff
02942,Bullmastiff
02943,Bullmastiff
02944,Bullmastiff
02945,Bullmastiff
02947,Bullmastiff
02949,Bullmastiff
02951,Bullmastiff
02953,Bullmastiff
02955,Bullmastiff
02956,Bullmastiff
02957,Bullmastiff
02958,Bullmastiff
02959,Cairn_terrier
02960,Cairn_terrier
02961,Cairn_terrier
02962,Cairn_terrier
02964,Cairn_terrier
02967,Cairn_terrier
02968,Cairn_terrier
02969,Cairn_terrier
02970,Cairn_terrier
02971,Cairn_terrier
02973,Cairn_terrier
02974,Cairn_terrier
02976,Cairn_terrier
02978,Cairn_terrier
02980,Cairn_terrier
02981,Cairn_terrier
02982,Cairn_terrier
02983,Cairn_terrier
02984,Cairn_terrier
02985,Cairn_terrier
02986,Cairn_terrier
02987,Cairn_terrier
02988,Cairn_terrier
02989,Cairn_terrier
02990,Cairn_terrier
02991,Cairn_terrier
02992,Cairn_terrier
02993,Cairn_terrier
02994,Cairn_terrier
02995,Cairn_terrier
02996,Cairn_terrier
02997,Cairn_terrier
02998,Cairn_terrier
02999,Cairn_terrier
03000,Cairn_terrier
03001,Cairn_terrier
03002,Cairn_terrier
03003,Cairn_terrier
03005,Cairn_terrier
03006,Cairn_terrier
03007,Cairn_terrier
03008,Cairn_terrier
03011,Cairn_terrier
03014,Cairn_terrier
03015,Cairn_terrier
03016,Cairn_terrier
03017,Cairn_terrier
03018,Cairn_terrier
03019,Cairn_terrier
03020,Cairn_terrier
03021,Cairn_terrier
03024,Cairn_terrier
03025,Cairn_terrier
03026,Cairn_terrier
03027,Cairn_terrier
03029,Cairn_terrier
03030,Cairn_terrier
03031,Cairn_terrier
03032,Cairn_terrier
03033,Cairn_terrier
03034,Cairn_terrier
03036,Cairn_terrier
03037,Cairn_terrier
03038,Canaan_dog
03039,Canaan_dog
03040,Canaan_dog
03041,Canaan_dog
03042,Canaan_dog
03043,Canaan_dog
03044,Canaan_dog
03045,Canaan_dog
03046,Canaan_dog
03047,Canaan_dog
03048,Canaan_dog
03049,Canaan_dog
03050,Canaan_dog
03052,Canaan_dog
03053,Canaan_dog
03055,Canaan_dog
03056,Canaan_dog
03057,Canaan_dog
03058,Canaan_dog
03059,Canaan_dog
03060,Canaan_dog
03061,Canaan_dog
03062,Canaan_dog
03063,Canaan_dog
03064,Canaan_dog
03065,Canaan_dog
03068,Canaan_dog
03071,Canaan_dog
03074,Canaan_dog
03075,Canaan_dog
03076,Canaan_dog
03077,Canaan_dog
03078,Canaan_dog
03079,Canaan_dog
03080,Canaan_dog
03081,Canaan_dog
03083,Canaan_dog
03085,Canaan_dog
03086,Canaan_dog
03087,Canaan_dog
03088,Canaan_dog
03089,Canaan_dog
03090,Canaan_dog
03092,Canaan_dog
03093,Canaan_dog
03094,Canaan_dog
03096,Canaan_dog
